transcript_id	cds_start	cds_end	transcript_length
ENST00000219837.12	0	308	8122
ENST00000219905.13	30169	30264	98382
ENST00000219919.9	0	110	45566
ENST00000220003.14	528	640	4212
ENST00000220058.9	18449	18551	26548
ENST00000220062.9	0	372	12933
ENST00000220166.10	860	985	22848
ENST00000220244.7	57979	58159	75041
ENST00000220325.9	18562	18974	71846
ENST00000220420.10	2275	2643	33655
ENST00000220429.12	7433	7548	31163
ENST00000220478.8	37652	37767	37767
ENST00000220496.9	6413	6493	39503
ENST00000220507.5	871	1078	1078
ENST00000220509.10	0	90	8569
ENST00000220514.8	22483	22804	22804
ENST00000220531.9	15656	15743	19067
ENST00000220562.9	0	2147	34803
ENST00000220584.9	0	98	35773
ENST00000220592.10	27348	27482	103459
ENST00000220597.4	16556	16680	16680
ENST00000220616.9	14862	14968	267790
ENST00000220659.11	2361	2682	5290
ENST00000220669.10	0	167	18583
ENST00000220676.2	3703	9383	9383
ENST00000220751.5	0	172	32352
ENST00000220763.10	50075	50282	358282
ENST00000220764.7	19416	19563	50401
ENST00000220772.8	38291	38368	43989
ENST00000220809.9	0	155	17189
ENST00000220812.3	0	256	2942
ENST00000220822.12	13523	13902	13902
ENST00000220847.8	61558	61753	68091
ENST00000220849.10	14524	14625	46814
ENST00000220853.8	33123	33233	42936
ENST00000220856.6	21719	21998	36562
ENST00000220876.12	53619	53675	53675
ENST00000220888.9	189847	190976	206032
ENST00000220913.10	0	146	3744
ENST00000220931.11	29940	30317	30317
ENST00000220940.2	5957	6249	6249
ENST00000220959.8	33850	33961	157929
ENST00000220966.10	3755	3881	3881
ENST00000221086.8	37736	37896	37896
ENST00000221114.8	26691	26786	26786
ENST00000221130.11	9638	9796	48312
ENST00000221132.8	33059	33364	33364
ENST00000221138.9	4959	5077	26183
ENST00000221166.10	3267	4809	4809
ENST00000221200.9	9746	9804	28386
ENST00000221222.15	0	179	9536
ENST00000221232.11	2931	3064	12425
ENST00000221233.9	10545	10692	10692
ENST00000221249.10	14747	14878	26008
ENST00000221264.8	21173	21227	21227
ENST00000221265.8	2566	2682	4870
ENST00000221283.10	5616	5673	10657
ENST00000221307.13	5781	5908	17966
ENST00000221315.10	7757	7883	13145
ENST00000221327.8	2878	3004	23835
ENST00000221355.10	0	2054	2054
ENST00000221363.8	9071	9256	20078
ENST00000221399.8	4434	4546	16854
ENST00000221403.7	11102	11208	11208
ENST00000221413.10	5407	5461	17087
ENST00000221418.9	15693	15900	16156
ENST00000221419.10	2169	2290	13241
ENST00000221431.11	10596	10691	15127
ENST00000221444.2	1965	2519	2519
ENST00000221448.9	0	146	22025
ENST00000221452.13	0	105	36207
ENST00000221455.8	23799	24014	30629
ENST00000221459.7	1858	2067	3965
ENST00000221462.9	50195	50307	53143
ENST00000221466.10	0	72	12715
ENST00000221476.4	11072	11226	12960
ENST00000221480.6	1109	1171	11805
ENST00000221485.8	493	620	10857
ENST00000221486.6	745	832	6789
ENST00000221494.10	2027	2136	5124
ENST00000221496.5	0	411	2621
ENST00000221498.7	10718	11026	11026
ENST00000221504.12	10688	10830	11461
ENST00000221515.6	892	1019	1019
ENST00000221538.8	14731	14968	19304
ENST00000221543.10	5249	5352	10897
ENST00000221554.13	0	2	11256
ENST00000221561.12	298	372	9105
ENST00000221566.7	9790	9874	11722
ENST00000221573.11	0	182	2394
ENST00000221576.4	0	95	3716
ENST00000221665.5	5119	5412	5412
ENST00000221671.8	8706	9195	16505
ENST00000221700.11	10649	10919	18837
ENST00000221730.8	4336	4421	4771
ENST00000221735.12	4905	6136	6136
ENST00000221742.7	22508	22712	22712
ENST00000221770.7	1744	1845	3250
ENST00000221784.8	0	65	4557
ENST00000221797.5	4654	4767	4767
ENST00000221801.8	0	21	11759
ENST00000221804.5	0	122	6569
ENST00000221818.5	887	1042	3040
ENST00000221847.6	5116	5273	7534
ENST00000221855.8	9890	9962	10218
ENST00000221856.11	7095	7304	18893
ENST00000221859.9	1040	1098	1098
ENST00000221891.9	6104	6232	10801
ENST00000221899.7	14670	14836	14836
ENST00000221922.11	12152	12287	13274
ENST00000221930.6	13692	13809	21989
ENST00000221943.14	7648	7665	7665
ENST00000221954.7	337	378	7630
ENST00000221957.9	20631	20829	22199
ENST00000221972.8	1685	1984	3672
ENST00000221973.7	6939	7239	7239
ENST00000221975.6	0	133	2293
ENST00000221978.10	599	755	755
ENST00000221980.5	1445	1765	6569
ENST00000221992.11	0	63	18581
ENST00000221996.12	1799	1950	5520
ENST00000222002.4	7578	7672	14799
ENST00000222005.7	1532	1603	11925
ENST00000222008.11	169	270	2443
ENST00000222032.10	0	86	1881
ENST00000222033.6	0	1286	1286
ENST00000222115.5	10495	10503	10503
ENST00000222120.8	11771	11998	11998
ENST00000222122.10	6016	6154	6154
ENST00000222139.11	704	791	6220
ENST00000222145.9	14395	14750	19481
ENST00000222157.5	1693	1980	1980
ENST00000222190.9	158	249	1041
ENST00000222212.6	2533	2673	29458
ENST00000222214.10	6398	6558	8233
ENST00000222219.8	2389	2586	5382
ENST00000222224.4	0	216	3971
ENST00000222247.10	3214	3303	3303
ENST00000222248.4	3632	3786	21554
ENST00000222249.13	14526	14636	24514
ENST00000222250.5	1885	2047	4652
ENST00000222254.13	12595	12666	13411
ENST00000222256.9	0	187	5267
ENST00000222266.2	0	60	913
ENST00000222271.7	8273	8351	8351
ENST00000222275.3	0	83	11203
ENST00000222284.10	1584	1704	1704
ENST00000222286.9	3285	3462	11639
ENST00000222304.5	0	89	2461
ENST00000222305.8	0	61	10151
ENST00000222307.9	0	100	6571
ENST00000222308.8	6044	6261	9798
ENST00000222329.9	6510	6531	6531
ENST00000222330.8	2313	2408	11668
ENST00000222339.7	0	249	12582
ENST00000222345.11	122561	122642	124671
ENST00000222374.3	1745	1917	16457
ENST00000222381.8	17787	17842	25528
ENST00000222382.5	27475	27602	37882
ENST00000222388.6	0	33	18384
ENST00000222390.11	60123	60288	67387
ENST00000222399.11	38951	39109	78931
ENST00000222402.8	16293	16324	26159
ENST00000222462.3	0	94	10049
ENST00000222481.9	9746	9856	22862
ENST00000222482.10	18857	18941	29492
ENST00000222511.11	25413	25486	38409
ENST00000222543.11	2212	2400	3855
ENST00000222547.8	0	152	9983
ENST00000222553.8	33742	33798	33798
ENST00000222567.6	10444	10697	10697
ENST00000222572.8	29545	29618	29618
ENST00000222573.5	78068	78187	78187
ENST00000222574.9	21520	21534	21534
ENST00000222584.8	1037	2591	83014
ENST00000222597.7	4716	4883	15011
ENST00000222644.10	42353	42421	63943
ENST00000222673.6	72085	72213	83652
ENST00000222674.2	0	48	3314
ENST00000222690.10	0	16	17824
ENST00000222693.5	0	149	6336
ENST00000222718.7	1381	1771	1771
ENST00000222725.10	6382	6547	7347
ENST00000222726.4	0	247	1769
ENST00000222728.3	1647	2088	2088
ENST00000222747.8	0	302	68168
ENST00000222761.7	0	371	2247
ENST00000222792.11	309802	309879	317790
ENST00000222800.8	0	129	2208
ENST00000222803.10	4258	4385	11770
ENST00000222812.8	8179	8278	19221
ENST00000222823.9	20500	20583	31280
ENST00000222902.7	0	165	1916
ENST00000222969.10	6336	6502	8345
ENST00000222982.8	31518	31588	31588
ENST00000222990.8	23041	23246	59362
ENST00000223023.5	20112	20135	64212
ENST00000223026.9	8480	8878	8878
ENST00000223028.11	1426	1515	6395
ENST00000223029.8	5782	5988	14324
ENST00000223051.8	7213	7276	20649
ENST00000223054.8	2075	2239	2388
ENST00000223061.6	973	1081	5643
ENST00000223073.6	13759	13894	32993
ENST00000223084.7	0	212	212
ENST00000223095.5	3481	3675	9045
ENST00000223114.9	0	151	4905
ENST00000223122.4	9204	9404	9404
ENST00000223127.8	6246	6371	10990
ENST00000223129.8	0	79	3415
ENST00000223136.5	0	94	5195
ENST00000223145.10	0	456	117184
ENST00000223167.5	184	232	15640
ENST00000223190.8	97666	97826	97826
ENST00000223208.10	3754	3905	42072
ENST00000223210.5	20810	20914	25669
ENST00000223215.10	10330	10406	12739
ENST00000223271.8	0	113	1981
ENST00000223273.7	0	128	6284
ENST00000223293.10	0	27	6237
ENST00000223321.9	5748	5829	14581
ENST00000223324.3	4935	5186	5186
ENST00000223336.11	988	1064	9029
ENST00000223357.8	5541	5680	9592
ENST00000223361.7	7046	7265	7265
ENST00000223364.7	2379	2381	2381
ENST00000223368.7	633	712	20277
ENST00000223369.3	0	103	11143
ENST00000223398.11	38863	39076	86298
ENST00000223423.8	7348	7488	21456
ENST00000223428.9	4725	4851	17288
ENST00000223459.11	1091	1204	1710
ENST00000223500.9	11377	11485	15777
ENST00000223528.6	0	104	60228
ENST00000223641.5	7973	8057	8057
ENST00000223642.3	38449	38538	97504
ENST00000223791.7	22839	23005	30593
ENST00000223795.3	14162	14204	26369
ENST00000223836.10	5015	5050	5437
ENST00000223862.2	0	343	4492
ENST00000223864.7	3516	3646	73735
ENST00000223865.8	980	1053	20522
ENST00000223951.10	8819	9044	69674
ENST00000224073.6	3894	3971	3971
ENST00000224140.6	67035	67206	85186
ENST00000224237.9	0	562	7845
ENST00000224337.10	31850	32013	79422
ENST00000224356.5	373	597	3366
ENST00000224652.12	46486	46606	184266
ENST00000224721.12	71288	71380	375443
ENST00000224756.12	106522	106611	142487
ENST00000224784.10	2835	3016	13704
ENST00000224949.9	32070	32172	34738
ENST00000224950.8	17375	17536	34907
ENST00000225171.7	40815	40892	40892
ENST00000225174.8	4768	4843	6290
ENST00000225235.5	94441	94558	130479
ENST00000225275.4	8864	8987	10099
ENST00000225276.10	0	164	19701
ENST00000225296.8	24363	24651	24651
ENST00000225298.12	15281	15406	36401
ENST00000225308.12	618	727	3558
ENST00000225328.10	21998	22134	22134
ENST00000225371.6	1116	1245	11573
ENST00000225387.8	2278	2342	7482
ENST00000225388.9	21450	23174	29517
ENST00000225394.8	6633	6675	14673
ENST00000225430.9	1972	2094	4300
ENST00000225441.11	6619	6776	8668
ENST00000225474.6	1320	1481	1481
ENST00000225504.8	5153	5259	5886
ENST00000225512.6	50195	50274	50274
ENST00000225519.5	0	409	25656
ENST00000225525.4	444	521	4775
ENST00000225538.4	0	62	18408
ENST00000225550.4	3151	3642	3642
ENST00000225567.9	0	28	17417
ENST00000225573.5	0	137	5103
ENST00000225576.7	0	365	60581
ENST00000225577.9	52221	52333	53600
ENST00000225603.9	5427	5566	5566
ENST00000225609.10	82661	82751	108668
ENST00000225614.6	0	68	7077
ENST00000225648.4	1320	1734	1734
ENST00000225655.6	725	917	2491
ENST00000225665.12	410	509	2166
ENST00000225688.4	768	1053	1053
ENST00000225696.9	22524	22700	33441
ENST00000225698.8	5105	5255	6055
ENST00000225719.9	85607	85830	85830
ENST00000225724.9	15245	15319	44941
ENST00000225726.10	0	77	19291
ENST00000225728.8	5886	5963	7058
ENST00000225729.8	0	63	19213
ENST00000225737.11	34657	34780	71449
ENST00000225740.11	3780	3988	6905
ENST00000225742.13	4500	4675	4675
ENST00000225777.8	2200	2437	3316
ENST00000225792.10	3877	3942	6193
ENST00000225823.7	9893	10046	278147
ENST00000225831.4	1372	1474	1474
ENST00000225842.4	0	99	2599
ENST00000225844.7	1499	1601	1601
ENST00000225873.9	1253	1806	2236
ENST00000225899.4	6745	7212	7212
ENST00000225916.10	3383	3509	7652
ENST00000225927.7	2397	2482	7962
ENST00000225929.5	1735	2001	2001
ENST00000225941.6	9133	9228	11987
ENST00000225964.10	4822	4875	16008
ENST00000225969.9	5036	5075	5075
ENST00000225972.8	0	244	14326
ENST00000225983.10	15196	15455	39136
ENST00000225992.8	0	21	723
ENST00000226004.8	9188	9312	9312
ENST00000226021.5	10442	10579	11607
ENST00000226067.10	2266	2601	55391
ENST00000226091.3	3036	3140	3974
ENST00000226105.11	0	76	1144
ENST00000226193.6	0	106	7082
ENST00000226207.6	17066	17236	24223
ENST00000226218.9	2768	2831	2831
ENST00000226225.7	4842	5075	5075
ENST00000226230.8	6263	6407	7550
ENST00000226247.2	13147	13463	13463
ENST00000226253.9	1423	1477	2003
ENST00000226279.8	38096	38225	70184
ENST00000226284.7	3760	3822	9545
ENST00000226299.9	17944	18068	30120
ENST00000226317.10	0	108	887
ENST00000226319.11	39596	40500	40500
ENST00000226328.8	66232	66399	68720
ENST00000226355.5	2482	2614	21291
ENST00000226359.2	897	948	19448
ENST00000226382.4	0	512	2800
ENST00000226413.5	13331	13852	13852
ENST00000226432.9	17305	17562	75457
ENST00000226444.4	13304	13429	15647
ENST00000226460.5	4528	4875	4875
ENST00000226522.8	5299	5357	11966
ENST00000226524.4	0	99	756
ENST00000226574.9	12339	12437	91072
ENST00000226725.11	0	25	114180
ENST00000226730.5	1955	2098	4685
ENST00000226760.5	9637	9719	25009
ENST00000226796.7	0	213	8263
ENST00000226798.9	22083	22116	22116
ENST00000226951.11	51785	51810	177399
ENST00000227065.8	0	85	20024
ENST00000227135.7	16431	16517	19178
ENST00000227155.9	5495	5567	24460
ENST00000227157.8	0	125	10286
ENST00000227163.8	0	316	23123
ENST00000227214.10	0	36	12548
ENST00000227251.7	0	200	2957
ENST00000227266.10	15154	15309	43663
ENST00000227322.8	8554	8715	9062
ENST00000227348.9	23917	23997	32849
ENST00000227349.7	70646	70726	73592
ENST00000227378.7	895	1093	3587
ENST00000227451.4	0	210	32310
ENST00000227471.7	6126	6250	12494
ENST00000227474.8	0	498	2496
ENST00000227495.10	7349	7492	7888
ENST00000227503.13	3565	3672	12935
ENST00000227507.3	0	197	9965
ENST00000227520.10	8081	8197	8197
ENST00000227524.9	12290	12366	15213
ENST00000227525.8	1192	1294	2468
ENST00000227618.9	1273	1392	1392
ENST00000227638.8	51477	51553	51553
ENST00000227665.9	1681	1729	1729
ENST00000227667.8	190	313	2298
ENST00000227752.8	12247	13170	13170
ENST00000227756.5	55939	56034	350446
ENST00000227758.7	13813	13861	28325
ENST00000227868.9	0	159	78513
ENST00000227880.8	13772	14329	14329
ENST00000227918.3	664	851	2775
ENST00000228027.12	21669	21739	31513
ENST00000228136.9	14006	14115	16322
ENST00000228140.6	3018	3066	3230
ENST00000228251.9	8617	8823	21820
ENST00000228264.10	17869	17907	25361
ENST00000228284.8	24427	24531	37694
ENST00000228289.9	0	32	22529
ENST00000228306.8	3954	4007	4007
ENST00000228307.11	11834	12060	53312
ENST00000228318.8	1454	1578	7546
ENST00000228347.9	143443	143556	151666
ENST00000228425.11	38034	38149	59482
ENST00000228434.7	1103	1206	7336
ENST00000228437.10	8984	9069	26302
ENST00000228438.3	4171	4334	9268
ENST00000228463.6	0	1240	8829
ENST00000228468.8	22778	22879	22879
ENST00000228476.8	15397	15525	15525
ENST00000228495.11	6032	6084	25664
ENST00000228506.8	7527	7703	9245
ENST00000228510.8	20205	20358	21751
ENST00000228515.6	0	920	12812
ENST00000228534.6	0	161	1056
ENST00000228567.7	0	68	62689
ENST00000228606.9	466	663	3896
ENST00000228641.4	1122	1237	1237
ENST00000228644.4	0	500	1984
ENST00000228682.7	5739	6006	8366
ENST00000228705.7	71679	71797	286244
ENST00000228740.7	16052	16122	34527
ENST00000228741.8	0	206	43610
ENST00000228799.7	7325	7464	11429
ENST00000228811.8	0	301	2371
ENST00000228820.9	61086	61103	61103
ENST00000228825.12	15097	15102	15102
ENST00000228827.8	706	834	15166
ENST00000228837.3	0	173	11352
ENST00000228841.15	3106	3210	9449
ENST00000228843.13	14043	14207	20050
ENST00000228850.6	0	152	22454
ENST00000228862.3	0	61	33972
ENST00000228865.3	29821	29822	29822
ENST00000228872.9	985	1103	1103
ENST00000228887.6	0	71	9606
ENST00000228916.7	1451	1529	26907
ENST00000228918.9	663	788	6575
ENST00000228922.12	3831	4091	4091
ENST00000228928.12	24121	24371	31439
ENST00000228936.6	0	88	13739
ENST00000228938.5	3589	3649	3649
ENST00000228945.9	7277	7360	8187
ENST00000228955.11	14681	14747	14747
ENST00000229002.6	3323	3471	8089
ENST00000229003.7	14554	14608	14608
ENST00000229022.9	0	457	34565
ENST00000229030.5	0	1742	1742
ENST00000229134.5	0	83	23908
ENST00000229135.4	2835	2903	4259
ENST00000229179.9	54747	54914	55393
ENST00000229195.8	57211	57336	75685
ENST00000229201.4	15307	15408	16451
ENST00000229214.9	11701	11785	11785
ENST00000229238.5	0	193	862
ENST00000229239.10	2476	2557	3334
ENST00000229243.7	0	119	9081
ENST00000229251.7	6012	6163	6379
ENST00000229264.8	1682	1788	5607
ENST00000229265.10	1421	1550	1906
ENST00000229266.8	25306	25464	31080
ENST00000229268.13	3575	3641	13894
ENST00000229270.8	2232	2317	2924
ENST00000229277.6	838	896	6964
ENST00000229281.6	1649	1797	1797
ENST00000229304.5	16307	16322	16322
ENST00000229307.9	3335	3597	5477
ENST00000229314.10	0	24	13780
ENST00000229328.10	4056	4219	12077
ENST00000229329.7	0	259	19004
ENST00000229330.9	17939	18045	38709
ENST00000229332.12	11706	11857	14405
ENST00000229335.11	0	50	8480
ENST00000229340.10	19351	19402	19402
ENST00000229379.3	0	102	2407
ENST00000229384.5	0	22	13114
ENST00000229387.6	35945	36062	76652
ENST00000229390.8	1928	2100	7587
ENST00000229395.8	3442	3584	10571
ENST00000229402.4	0	144	12562
ENST00000229405.8	0	72	9121
ENST00000229447.9	0	177	29102
ENST00000229471.8	46180	46278	58309
ENST00000229554.10	13811	13928	15814
ENST00000229563.6	6001	6049	6049
ENST00000229570.9	0	134	3239
ENST00000229583.9	21087	21202	64278
ENST00000229595.6	0	108	13197
ENST00000229633.7	20666	20695	20695
ENST00000229634.13	7496	7621	53838
ENST00000229708.4	4557	4820	6072
ENST00000229729.11	7844	7931	15350
ENST00000229758.8	0	248	11793
ENST00000229768.9	51407	51927	53898
ENST00000229769.3	5370	5438	13796
ENST00000229771.11	13850	13940	14528
ENST00000229794.9	44715	44826	80286
ENST00000229795.8	44715	44826	80286
ENST00000229812.8	21930	22053	44415
ENST00000229829.7	1172	1420	2695
ENST00000229854.12	18062	18270	20226
ENST00000229866.10	14213	14266	14266
ENST00000229903.5	0	341	9654
ENST00000229913.9	25899	25983	94624
ENST00000229922.7	134803	134883	134883
ENST00000229955.4	0	1256	1256
ENST00000229971.2	6272	6343	52707
ENST00000230036.2	8078	8254	60476
ENST00000230048.5	30619	30803	34348
ENST00000230050.4	203	319	2770
ENST00000230053.11	94173	94763	94763
ENST00000230056.8	6840	6922	8549
ENST00000230085.13	48608	48769	48769
ENST00000230122.4	0	720	16172
ENST00000230124.8	23642	23740	133826
ENST00000230173.10	135104	135205	141049
ENST00000230256.8	6455	6580	23959
ENST00000230301.9	20304	20426	29526
ENST00000230321.11	7376	7558	14822
ENST00000230323.8	6061	6315	6611
ENST00000230340.9	9833	9993	11140
ENST00000230354.10	0	53	15232
ENST00000230361.4	0	124	10002
ENST00000230381.7	6067	6313	24036
ENST00000230402.10	0	26	21995
ENST00000230413.9	1638	1753	4938
ENST00000230418.8	62360	62493	70169
ENST00000230419.9	0	78	84389
ENST00000230431.11	0	145	3720
ENST00000230449.9	4451	4512	151144
ENST00000230461.11	2675	2881	28533
ENST00000230480.10	7597	7728	10200
ENST00000230510.7	6042	6136	36355
ENST00000230529.9	0	47	15259
ENST00000230538.12	46125	46266	144710
ENST00000230565.3	0	424	6933
ENST00000230568.5	36191	36277	65889
ENST00000230582.8	5070	5211	7574
ENST00000230588.9	45581	45734	45734
ENST00000230640.10	38999	39130	116755
ENST00000230658.12	9822	9935	9935
ENST00000230671.7	12019	12122	19284
ENST00000230771.9	4872	4965	6900
ENST00000230792.7	8015	8604	9384
ENST00000230859.8	36347	36519	40958
ENST00000230882.9	152177	152246	153546
ENST00000230895.11	0	110	80009
ENST00000230901.9	21385	21403	21403
ENST00000230990.7	0	69	11649
ENST00000231004.5	3307	3422	11239
ENST00000231009.3	7041	7310	9600
ENST00000231021.9	25580	25699	107194
ENST00000231061.9	2787	2935	12614
ENST00000231121.3	0	101	2199
ENST00000231130.3	0	2387	2387
ENST00000231134.8	0	2384	2384
ENST00000231136.4	0	2381	2381
ENST00000231137.6	0	2378	2378
ENST00000231173.6	0	2360	2360
ENST00000231188.9	0	194	13284
ENST00000231198.12	3135	3304	8038
ENST00000231228.3	3618	3832	10094
ENST00000231229.8	49928	49954	50641
ENST00000231238.10	0	329	54533
ENST00000231338.7	0	156	22539
ENST00000231357.7	0	820	4675
ENST00000231368.10	67259	67390	92374
ENST00000231420.11	38220	38343	49170
ENST00000231423.7	0	118	40330
ENST00000231449.7	0	134	8533
ENST00000231454.6	201	329	1664
ENST00000231461.10	74493	74750	91105
ENST00000231484.4	9588	12467	12467
ENST00000231498.8	9534	9647	79074
ENST00000231509.7	117764	118947	118947
ENST00000231512.5	0	128	11722
ENST00000231524.14	19089	19271	32502
ENST00000231526.8	35638	35836	39547
ENST00000231572.8	30279	30451	32688
ENST00000231656.13	16597	16800	16800
ENST00000231668.13	15387	15505	19372
ENST00000231706.6	19164	19310	59878
ENST00000231721.7	5968	6084	9421
ENST00000231749.8	0	72	4166
ENST00000231751.9	1742	1931	28669
ENST00000231790.8	56938	57102	57102
ENST00000231887.8	56185	56288	61793
ENST00000231948.9	23191	23393	28819
ENST00000232003.5	3906	3996	11848
ENST00000232014.8	3038	3168	11232
ENST00000232125.9	5749	5857	8296
ENST00000232217.6	0	47	23340
ENST00000232219.6	21830	22088	22088
ENST00000232375.8	30368	30484	37027
ENST00000232424.4	1302	1849	1849
ENST00000232458.9	7885	8015	65703
ENST00000232461.8	3039	3226	3226
